Title,Published,Authors,Abstract,Link
"Estimating heterogeneous wildfire effects using synthetic controls and
  satellite remote sensing",2020-12-09T16:22:16Z,"Feliu Serra-Burriel, Pedro Delicado, Andrew T. Prata, Fernando M. Cucchietti","Wildfires have become one of the biggest natural hazards for environments
worldwide. The effects of wildfires are heterogeneous, meaning that the
magnitude of their effects depends on many factors such as geographical region,
climate and land cover/vegetation type. Yet, which areas are more affected by
these events remains unclear. Here we present a novel application of the
Generalised Synthetic Control (GSC) method that enables quantification and
prediction of vegetation changes due to wildfires through a time-series
analysis of in situ and satellite remote sensing data. We apply this method to
medium to large wildfires ($>$ 1000 acres) in California throughout a time-span
of two decades (1996--2016). The method's ability for estimating counterfactual
vegetation characteristics for burned regions is explored in order to quantify
abrupt system changes. We find that the GSC method is better at predicting
vegetation changes than the more traditional approach of using nearby regions
to assess wildfire impacts. We evaluate the GSC method by comparing its
predictions of spectral vegetation indices to observations during pre-wildfire
periods and find improvements in correlation coefficient from $R^2 = 0.66$ to
$R^2 = 0.93$ in Normalised Difference Vegetation Index (NDVI), from $R^2 =
0.48$ to $R^2 = 0.81$ for Normalised Burn Ratio (NBR), and from $R^2 = 0.49$ to
$R^2 = 0.85$ for Normalised Difference Moisture Index (NDMI). Results show
greater changes in NDVI, NBR, and NDMI post-fire on regions classified as
having a lower Burning Index. The GSC method also reveals that wildfire effects
on vegetation can last for more than a decade post-wildfire, and in some cases
never return to their previous vegetation cycles within our study period.
Lastly, we discuss the usefulness of using GSC in remote sensing analyses.",http://arxiv.org/abs/2012.05140v3
Diurnal Self-Aggregation,2020-01-14T12:31:22Z,"Jan O. Haerter, Bettina Meyer, Silas Boye Nissen","Convective self-aggregation is a modelling paradigm for thunderstorm
organisation over a constant-temperature tropical sea surface. This setup can
give rise to cloud clusters over timescales of weeks. In reality, sea surface
temperatures do oscillate diurnally, affecting the atmospheric state. Over
land, surface temperatures vary more strongly, and rain rate is significantly
influenced. Here, we carry out a substantial suite of cloud-resolving numerical
experiments, and find that even weak surface temperature oscillations enable
qualitatively different dynamics to emerge: the spatial distribution of
rainfall is only homogeneous during the first day. Already on the second day,
the rain field is firmly structured. In later days, the clustering becomes
stronger and alternates from day-to-day. We show that these features are robust
to changes in resolution, domain size, and surface temperature, but can be
removed by a reduction of the amplitude of oscillation, suggesting a transition
to a clustered state. Maximal clustering occurs at a scale of
$\mathbf{l_{max}\approx 180\;km}$, a scale we relate to the emergence of
mesoscale convective systems. At $\mathbf{l_{max}}$ rainfall is strongly
enhanced and far exceeds the rainfall expected at random. We explain the
transition to clustering using simple conceptual modelling. Our results may
help clarify how continental extremes build up and how cloud clustering over
the tropical ocean could emerge much faster than through conventional
self-aggregation alone.",http://arxiv.org/abs/2001.04740v1
"Hierarchical Integrated Spatial Process Modeling of Monotone West
  Antarctic Snow Density Curves",2020-01-15T19:21:59Z,"Philip A. White, Durban G. Keeler, Summer Rupper","Snow density estimates below the surface, used with airplane-acquired
ice-penetrating radar measurements, give a site-specific history of snow water
accumulation. Because it is infeasible to drill snow cores across all of
Antarctica to measure snow density and because it is critical to understand how
climatic changes are affecting the world's largest freshwater reservoir, we
develop methods that enable snow density estimation with uncertainty in regions
where snow cores have not been drilled.
  In inland West Antarctica, snow density increases monotonically as a function
of depth, except for possible micro-scale variability or measurement error, and
it cannot exceed the density of ice. We present a novel class of integrated
spatial process models that allow interpolation of monotone snow density
curves. For computational feasibility, we construct the space-depth process
through kernel convolutions of log-Gaussian spatial processes. We discuss model
comparison, model fitting, and prediction. Using this model, we extend
estimates of snow density beyond the depth of the original core and estimate
snow density curves where snow cores have not been drilled. Along flight lines
with ice-penetrating radar, we use interpolated snow density curves to estimate
recent water accumulation and find predominantly decreasing water accumulation
over recent decades.",http://arxiv.org/abs/2001.05520v4
"Intra-annual Principal Modes and Evolution Mechanism of the El Nino
  Southern Oscillation",2020-03-28T18:46:57Z,"Yongwen Zhang, Jingfang Fan, Xiaoteng Li, Wenqi Liu, Xiaosong Chen","The El Nino-Southern Oscillation (ENSO) is one of the most important
phenomena in climate. By studying the fluctuations of surface air temperature
within one year between 1979-01-01 and 2016-12-31 of the region (30S-30N,
0E-360E) with eigen-decomposition, we find that the temperature fluctuations
are dominated by the two principal modes whose temporal evolutions respond
significantly to the ENSO variability. According to introduce a
micro-correlation, we find that the coupling between the first principal mode
and the temperature fluctuations in the El Nino region could result in
different ENSO phases. Without this coupling, the El Nino region is in a normal
phase. With the strong coupling between the El Nino region and the Northern
Hemisphere, an El Nino event will appear with a high probability. Then this
coupling changes to be strong between the El Nino region and the Southern
Hemisphere accounting for the fast decay of El Nino after boreal winter, even
leading to a La Nina event. Moreover, the coupling between the El Nino region
and the second principal mode is found to be strong in normal or La Nina phases
in response to the normal or strong Walker Circulations. We conjecture that the
temporal evolutions of these couplings for the first and second principal modes
are controlled by the meridional and zonal ocean-atmospheric circulations
respectively.",http://arxiv.org/abs/2003.12867v1
"Historical Evolution of Global Inequality in Carbon Emissions and
  Footprints versus Redistributive Scenarios",2020-03-30T00:51:40Z,"Gregor Semieniuk, Victor M. Yakovenko","Ambitious scenarios of carbon emission redistribution for mitigating climate
change in line with the Paris Agreement and reaching the sustainable
development goal of eradicating poverty have been proposed recently. They imply
a strong reduction in carbon footprint inequality by 2030 that effectively
halves the Gini coefficient to about 0.25. This paper examines feasibility of
these scenarios by analyzing the historical evolution of both weighted
international inequality in CO2 emissions attributed territorially and global
inequality in carbon footprints attributed to end consumers. For the latter, a
new dataset is constructed that is more comprehensive than existing ones. In
both cases, we find a decreasing trend in global inequality, partially
attributed to the move of China from the lower to the middle part of the
distribution, with footprints more unequal than territorial emissions. These
results show that realization of the redistributive scenarios would require an
unprecedented reduction in global inequality far below historical levels.
Moreover, the territorial emissions data, available for more recent years up to
2017, show a saturation of the decreasing Gini coefficient at a level of 0.5.
This observation confirms an earlier prediction based on maximal entropy
reasoning that the Lorenz curve converges to the exponential distribution. This
saturation further undermines feasibility of the redistributive scenarios,
which are also hindered by structural tendencies that reinforce carbon
footprint inequality under global capitalism. One way out of this conundrum is
a fast decarbonization of the global energy supply in order to decrease global
carbon emissions without relying crucially on carbon inequality reduction.",http://arxiv.org/abs/2004.00111v1
"A Bayesian approach to recover the theoretical temperature-dependent
  hatch date distribution from biased samples: the case of the common
  dolphinfish (Coryphaena hippurus)",2020-03-30T16:04:45Z,"Vicenç Moltó, Andres Ospina-Alvarez, Mark Gatt, Miquel Palmer, Ignacio A. Catalán","Reproductive phenology, growth and mortality rates are key ecological
parameters that determine population dynamics and are therefore of vital
importance to stock assessment models for fisheries management. In many fish
species, the spawning phenology is sensitive to environmental factors that
modulate or trigger the spawning event, which differ between regions and
seasons. In addition, climate change may also alter patterns of reproductive
phenology at the community level. Usually, hatch-date distributions are
determined back-calculating the age estimated on calcified structures from the
capture date. However, these estimated distributions could be biased due to
mortality processes or time spaced samplings derived from fishery. Here, we
present a Bayesian approach that functions as a predictive model for the
hatching date of individuals from a fishery-dependent sampling with temporal
biases. We show that the shape and shift of the observed distribution is
corrected. This model can be applied in fisheries with multiple cohorts, for
species with a wide geographical distribution and living under contrasting
environmental regimes and individuals with different life histories such as
thermo-dependent growth, length-dependent mortality rates, etc.",http://arxiv.org/abs/2004.01000v2
Deep Learning Based Multi-Label Text Classification of UNGA Resolutions,2020-04-01T18:54:38Z,"Francesco Sovrano, Monica Palmirani, Fabio Vitali","The main goal of this research is to produce a useful software for United
Nations (UN), that could help to speed up the process of qualifying the UN
documents following the Sustainable Development Goals (SDGs) in order to
monitor the progresses at the world level to fight poverty, discrimination,
climate changes. In fact human labeling of UN documents would be a daunting
task given the size of the impacted corpus. Thus, automatic labeling must be
adopted at least as a first step of a multi-phase process to reduce the overall
effort of cataloguing and classifying. Deep Learning (DL) is nowadays one of
the most powerful tools for state-of-the-art (SOTA) AI for this task, but very
often it comes with the cost of an expensive and error-prone preparation of a
training-set. In the case of multi-label text classification of domain-specific
text it seems that we cannot effectively adopt DL without a big-enough
domain-specific training-set. In this paper, we show that this is not always
true. In fact we propose a novel method that is able, through statistics like
TF-IDF, to exploit pre-trained SOTA DL models (such as the Universal Sentence
Encoder) without any need for traditional transfer learning or any other
expensive training procedure. We show the effectiveness of our method in a
legal context, by classifying UN Resolutions according to their most related
SDGs.",http://arxiv.org/abs/2004.03455v1
"Natural Disaster Classification using Aerial Photography Explainable for
  Typhoon Damaged Feature",2020-04-21T16:21:52Z,"Takato Yasuno, Masazumi Amakata, Masahiro Okano","Recent years, typhoon damages has become social problem owing to climate
change. In 9 September 2019, Typhoon Faxai passed on the Chiba in Japan, whose
damages included with electric provision stop because of strong wind recorded
on the maximum 45 meter per second. A large amount of tree fell down, and the
neighbor electric poles also fell down at the same time. These disaster
features have caused that it took 18 days for recovery longer than past ones.
Immediate responses are important for faster recovery. As long as we can,
aerial survey for global screening of devastated region would be required for
decision support to respond where to recover ahead. This paper proposes a
practical method to visualize the damaged areas focused on the typhoon disaster
features using aerial photography. This method can classify eight classes which
contains land covers without damages and areas with disaster. Using target
feature class probabilities, we can visualize disaster feature map to scale a
color range. Furthermore, we can realize explainable map on each unit grid
images to compute the convolutional activation map using Grad-CAM. We
demonstrate case studies applied to aerial photographs recorded at the Chiba
region after typhoon.",http://arxiv.org/abs/2004.10130v5
A graph-based formulation for modeling macro-energy systems,2020-04-21T17:47:23Z,Leonard Göke,"Averting the impending harms of climate change requires to replace fossil
fuels with renewables as a primary source of energy. Non-electric renewable
potential being limited, this implies extending the use of electricity
generated from wind and solar beyond the power sector, either by direct
electrification or synthetic fuels. Modeling the transformation towards such an
energy system is challenging, because it imposes to consider fluctuations of
wind and solar and the manifold ways the demand side could adjust to these
fluctuations.
  This paper introduces a graph-based method to formulate energy system models
to address these challenges. By organizing sets in rooted trees, two features
to facilitate modeling high shares of renewables and sector integration are
enabled. First, the method allows the level of temporal and spatial detail to
be varied by energy carrier. This enables modeling with a high level of detail
and a large scope, while keeping models computationally tractable. Second, the
degree to which energy carriers are substitutable when converted, stored,
transported, or consumed can be modeled to achieve a detailed but flexible
representation of sector integration. An application of the formulation
demonstrates that the variation of temporal detail achieves an average
reduction in computation time of 70\%.",http://arxiv.org/abs/2004.10184v4
"Drivers of carbon fluxes in Alpine tundra: a comparison of three
  empirical model approaches",2020-04-29T15:16:26Z,"Marta Magnani, Ilaria Baneschi, Mariasilvia Giamberini, Pietro Mosca, Brunella Raco, Antonello Provenzale","In high mountains, the effects of climate change are manifesting most
rapidly. This is especially critical for the high-altitude carbon cycle, for
which new feedbacks could be triggered. However, mountain carbon dynamics is
only partially known. In particular, models of the processes driving carbon
fluxes in high-altitude grasslands and Alpine tundra need to be improved. Here,
we propose a comparison of three empirical approaches using systematic
statistical analysis, to identify the environmental variables controlling
$CO_2$ fluxes. The methods were applied to a complete dataset of simultaneous
in situ measurements of the net $CO_2$ exchange, ecosystem respiration and
basic environmental variables in three sampling sites in the same catchment.
Large year-to-year variations in the gross primary production (GPP) and
ecosystem respiration (ER) dependences on solar irradiance and temperature were
observed,. We thus implemented a multi regression model in which additional
variables were introduced as perturbations of the standard exponential and
rectangular hyperbolic functions for ER and GPP, respectively. A comparison of
this model with other common modelling strategies, showed the benefits of this
approach, resulting in large explained variances (83% to 94%). The optimum
ensemble of variables explaining the inter- and intra-annual flux variability
included solar irradiance, soil moisture and day of the year for GPP, and air
temperature, soil moisture, air pressure and day of the year for the ER, in
agreement with other studies. The modelling approach discussed here provides a
basis for selecting drivers of carbon fluxes and understanding their role in
high-altitude Alpine ecosystems, also allowing for future short-range
assessments of local trends.",http://arxiv.org/abs/2004.14262v1
"Integration of hydrothermal liquefaction and carbon capture and storage
  for the production of advanced liquid biofuels with negative CO2 emissions",2020-09-08T09:25:29Z,"E. M. Lozano, T. H. Pedersen, L. A. Rosendahl","The technical and economic feasibility to deliver sustainable liquid biocrude
through hydrothermal liquefaction (HTL) while enabling negative carbon dioxide
emissions is evaluated in this paper, looking into the potential of the process
in the context of negative emission technologies (NETs) for climate change
mitigation. In the HTL process, a gas phase consisting mainly of carbon dioxide
is obtained as a side product driving a potential for the implementation of
carbon capture and storage in the process (BECCS) that has not been explored
yet in the existing literature and is undertaken in this study. To this end,
the process is divided in a standard HTL base and a carbon capture add-on,
having forestry residues as feedstock. The Selexol technology is adapted in a
novel scheme to simultaneously separate the CO2 from the HTL gas and recover
the excess hydrogen for biocrude upgrading. The cost evaluation indicates that
the additional cost of the carbon capture can be compensated by revenues from
the excess process heat and the European carbon allowance market. The impact in
the MFSP of the HTL base case ranges from -7% to 3%, with -15% in the most
favorable scenario, with a GHG emissions reduction potential of 102-113%
compared to the fossil baseline. These results show that the implementation of
CCS in the HTL process is a promising alternative from technical, economic and
environmental perspective in future scenarios in which advanced liquid biofuels
and NETs are expected to play a role in the decarbonization of the energy
system.",http://arxiv.org/abs/2009.03600v1
"Deep Switching Auto-Regressive Factorization:Application to Time Series
  Forecasting",2020-09-10T20:15:59Z,"Amirreza Farnoosh, Bahar Azari, Sarah Ostadabbas","We introduce deep switching auto-regressive factorization (DSARF), a deep
generative model for spatio-temporal data with the capability to unravel
recurring patterns in the data and perform robust short- and long-term
predictions. Similar to other factor analysis methods, DSARF approximates high
dimensional data by a product between time dependent weights and spatially
dependent factors. These weights and factors are in turn represented in terms
of lower dimensional latent variables that are inferred using stochastic
variational inference. DSARF is different from the state-of-the-art techniques
in that it parameterizes the weights in terms of a deep switching vector
auto-regressive likelihood governed with a Markovian prior, which is able to
capture the non-linear inter-dependencies among weights to characterize
multimodal temporal dynamics. This results in a flexible hierarchical deep
generative factor analysis model that can be extended to (i) provide a
collection of potentially interpretable states abstracted from the process
dynamics, and (ii) perform short- and long-term vector time series prediction
in a complex multi-relational setting. Our extensive experiments, which include
simulated data and real data from a wide range of applications such as climate
change, weather forecasting, traffic, infectious disease spread and nonlinear
physical systems attest the superior performance of DSARF in terms of long- and
short-term prediction error, when compared with the state-of-the-art methods.",http://arxiv.org/abs/2009.05135v1
"Time-periodic measures, random periodic orbits, and the linear response
  for dissipative non-autonomous stochastic differential equations",2020-09-15T15:02:23Z,"Michal Branicki, Kenneth Uda","We consider a class of dissipative stochastic differential equations (SDE's)
with time-periodic coefficients in finite dimension, and the response of
time-asymptotic probability measures induced by such SDE's to sufficiently
regular, small perturbations of the underlying dynamics. Understanding such a
response provides a systematic way to study changes of statistical observables
in response to perturbations, and it is often very useful for sensitivity
analysis, uncertainty quantification, and for improving probabilistic
predictions of nonlinear dynamical systems, especially in high dimensions.
Here, we are concerned with the linear response to small perturbations in the
case when the time-asymptotic probability measures are time-periodic. First, we
establish sufficient conditions for the existence of stable random
time-periodic orbits generated by the underlying SDE. Ergodicity of
time-periodic probability measures supported on these random periodic orbits is
subsequently discussed. Then, we derive the so-called fluctuation-dissipation
relations which allow to describe the linear response of statistical
observables to small perturbations away from the time-periodic ergodic regime
in a manner which only exploits the unperturbed dynamics. The results are
formulated in an abstract setting but they apply to problems ranging from
aspects of climate modelling, to molecular dynamics, to the study of
approximation capacity of neural~networks and robustness of their estimates.",http://arxiv.org/abs/2009.07147v3
"Coordinated PV re-phasing: a novel method to maximize renewable energy
  integration in LV networks by mitigating network unbalances",2020-09-17T13:02:22Z,"W. G. Chaminda Bandara, G. M. R. I. Godaliyadda, M. P. B. Ekanayake, J. B. Ekanayake","As combating climate change has become a top priority and as many countries
are taking steps to make their power generation sustainable, there is a marked
increase in the use of renewable energy sources (RESs) for electricity
generation. Among these RESs, solar photovoltaics (PV) is one of the most
popular sources of energy connected to LV distribution networks. With the
greater integration of solar PV into LV distribution networks, utility
providers impose caps to solar penetration in order to operate their network
safely and within acceptable norms. One parameter that restricts solar PV
penetration is unbalances created by loads and single-phase rooftop schemes
connected to LV distribution grids. In this paper, a novel method is proposed
to mitigate voltage unbalance in LV distribution grids by optimally re-phasing
grid-connected rooftop PV systems. A modified version of the discrete bacterial
foraging optimization algorithm (DBFOA) is introduced as the optimization
technique to minimize the overall voltage unbalance of the network as the
objective function, subjected to various network and operating parameters. The
impact of utilizing the proposed PV re-phasing technique as opposed to a fixed
phase configuration are compared based on overall voltage unbalance, which was
observed hourly throughout the day. The case studies show that the proposed
approach can significantly mitigate the overall voltage unbalance during the
daytime and can facilitate to increase the usable PV capacity of the considered
network by 77%.",http://arxiv.org/abs/2009.08260v1
A social license for nuclear technologies,2020-09-16T19:50:27Z,Seth A. Hoedl,"Nuclear energy technologies have the potential to help mitigate climate
change. However, these technologies face many challenges, including high costs,
societal concern and opposition, and health, safety, environmental and
proliferation risks. Many companies and academic research groups are pursuing
advanced designs, both fission and fusion-based, to address both costs and
these risks. This Chapter complements these efforts by analyzing how nuclear
technologies can address societal concerns through the acquisition of a social
license, a nebulous concept that represents ""society's consent"" and that has
been used to facilitate and improve a wide range of publicly and privately
funded projects and activities subject to a range of regulatory oversight,
including large industrial facilities, controversial genetic engineering
research, and environmental management. Suggestions for public engagement and
consent-based siting, two aspects of a social license, have been made before.
This chapter modernizes these suggestions by briefly reviewing the social
license and engagement literature. The Chapter discusses, in the context of how
to acquire a social license, the role of government regulation, the role of
project proponents and government actors, and the role of four key principles,
including engendering trust, transparency, meaningful public engagement, and
protection of health, safety and the environment. Further, the Chapter uses the
social license concept to explain why some nuclear waste repositories have
succeeded while others languish and provides concrete recommendations for the
deployment of new nuclear waste repositories and advanced power plants, both
fission and fusion-based.",http://arxiv.org/abs/2009.09844v1
"Network analysis of ballast-mediated species transfer reveals important
  introduction and dispersal patterns in the Arctic",2020-09-27T02:15:29Z,"Mandana Saebi, Jian Xu, Salvatore R. Curasi, Erin K. Grey, Nitesh V. Chawla, David M. Lodge","Rapid climate change has wide-ranging implications for the Arctic region,
including sea ice loss, increased geopolitical attention, and expanding
economic activity, including a dramatic increase in shipping activity. As a
result, the risk of harmful non-native marine species being introduced into
this critical region will increase unless policy and management steps are
implemented in response. Using big data about shipping, ecoregions, and
environmental conditions, we leverage network analysis and data mining
techniques to assess, visualize, and project ballast water-mediated species
introductions into the Arctic and dispersal of non-native species within the
Arctic. We first identify high-risk connections between the Arctic and
non-Arctic ports that could be sources of non-native species over 15 years
(1997-2012) and observe the emergence of shipping hubs in the Arctic where the
cumulative risk of non-native species introduction is increasing. We then
consider how environmental conditions can constrain this Arctic introduction
network for species with different physiological limits, thus providing a
species-level tool for decision-makers. Next, we focus on within-Arctic
ballast-mediated species dispersal where we use higher-order network analysis
to identify critical shipping routes that may facilitate species dispersal
within the Arctic. The risk assessment and projection framework we propose
could inform risk-based assessment and management of ship-borne invasive
species in the Arctic.",http://arxiv.org/abs/2009.12728v1
"Rain-Code Fusion : Code-to-code ConvLSTM Forecasting Spatiotemporal
  Precipitation",2020-09-30T11:33:45Z,"Takato Yasuno, Akira Ishii, Masazumi Amakata","Recently, flood damage has become a social problem owing to unexperienced
weather conditions arising from climate change. An immediate response to heavy
rain is important for the mitigation of economic losses and also for rapid
recovery. Spatiotemporal precipitation forecasts may enhance the accuracy of
dam inflow prediction, more than 6 hours forward for flood damage mitigation.
However, the ordinary ConvLSTM has the limitation of predictable range more
than 3-timesteps in real-world precipitation forecasting owing to the
irreducible bias between target prediction and ground-truth value. This paper
proposes a rain-code approach for spatiotemporal precipitation code-to-code
forecasting. We propose a novel rainy feature that represents a temporal rainy
process using multi-frame fusion for the timestep reduction. We perform
rain-code studies with various term ranges based on the standard ConvLSTM. We
applied to a dam region within the Japanese rainy term hourly precipitation
data, under 2006 to 2019 approximately 127 thousands hours, every year from May
to October. We apply the radar analysis hourly data on the central broader
region with an area of 136 x 148 km2 . Finally we have provided sensitivity
studies between the rain-code size and hourly accuracy within the several
forecasting range.",http://arxiv.org/abs/2009.14573v6
Can Federated Learning Save The Planet?,2020-10-13T16:45:01Z,"Xinchi Qiu, Titouan Parcollet, Daniel J. Beutel, Taner Topal, Akhil Mathur, Nicholas D. Lane","Despite impressive results, deep learning-based technologies also raise
severe privacy and environmental concerns induced by the training procedure
often conducted in data centers. In response, alternatives to centralized
training such as Federated Learning (FL) have emerged. Perhaps unexpectedly,
FL, in particular, is starting to be deployed at a global scale by companies
that must adhere to new legal demands and policies originating from governments
and the civil society for privacy protection. However, the potential
environmental impact related to FL remains unclear and unexplored. This paper
offers the first-ever systematic study of the carbon footprint of FL. First, we
propose a rigorous model to quantify the carbon footprint, hence facilitating
the investigation of the relationship between FL design and carbon emissions.
Then, we compare the carbon footprint of FL to traditional centralized
learning. Our findings show FL, despite being slower to converge, can be a
greener technology than data center GPUs. Finally, we highlight and connect the
reported results to the future challenges and trends in FL to reduce its
environmental impact, including algorithms efficiency, hardware capabilities,
and stronger industry transparency.",http://arxiv.org/abs/2010.06537v6
"Sea-level rise and continuous adaptation: residual damage rises faster
  than the protection costs",2020-10-14T23:48:52Z,"Diego Rybski, Boris F. Prahl, Markus Boettle, Jürgen P. Kropp","Damage cost curves -- relating the typical damage of a natural hazard to its
physical magnitude -- represent an indispensable ingredient necessary for
climate change impact assessments. Combining such curves with the occurrence
probability of the considered natural hazard, expected damage and related risk
can be estimated. Here we study recently published city scale damage cost
curves for coastal flooding and demonstrate which insights can be gained from
the functions only. Therefore, we include protection cost curves -- relating
the typical investment costs necessary to protect a city against a natural
hazard of certain magnitude -- which are analogous to and consistent with the
above mentioned damage cost curves. Specifically, we motivate log-logistic
functions, which exhibit a power-law increase at the lower end, and fit them to
the cost curves. As expected, cities with large maximum potential loss
(typically large cities) are also more costly to protect. Moreover, we study
the idealized case of continuous adaptation, i.e.\ increasing protection levels
in the same pace as sea-level rise, and compare the associated costs with
residual damage from extreme events exceeding the protection. Based on the
fitted exponents we find that in almost all cities the residual damage rises
faster than the protection costs. Raising coastal protection can lead to lull
oneself in a deceptive safety.",http://arxiv.org/abs/2010.07439v1
"Implementation of a cathode directed streamer model in Air under
  different voltage stresses",2020-10-15T07:43:03Z,"F Boakye-Mensah, N Bonifaci, R Hanna, I Niyonzima","To find a viable alternative to SF6 with growing climate change regulations,
proper evaluation of alternatives such as compressed air ought to be done. For
medium voltage applications, the withstand voltage is used as the dimensioning
criteria and this is dependent on the initiation and propagation of streamers
which are precursors to electrical breakdown. For design optimization, a
thorough understanding of the initiation and propagation mechanisms of such
electrical discharges under different stresses, pressure etc. ought to be
studied experimentally and numerically also via a predictive model. Most of the
numerical studies have so far been done via homemade codes as streamer models
are not readily available in commercial software because of the complexity and
non-linearity of such computations. Recently, with the increased robustness of
the plasma module of the commercial finite element software, COMSOL(tm)
Multiphysics, streamer discharge models can be developed with reasonable
accuracy. In this paper, an implementation and validation approach is presented
for streamer evolution in air for different voltage stresses. Results of
simulations for short gaps ($\le$ 5 mm) under Standard Temperature and Pressure
(STP) conditions have been presented, analyzed and compared with some classical
papers to evaluate the suitability of such a model for further studies of
non-thermal electrical discharges. Index Terms-medium voltage, streamer
discharges, eco-friendly gas, numerical models.",http://arxiv.org/abs/2010.07570v1
"An Introduction to Electrocatalyst Design using Machine Learning for
  Renewable Energy Storage",2020-10-14T19:34:17Z,"C. Lawrence Zitnick, Lowik Chanussot, Abhishek Das, Siddharth Goyal, Javier Heras-Domingo, Caleb Ho, Weihua Hu, Thibaut Lavril, Aini Palizhati, Morgane Riviere, Muhammed Shuaibi, Anuroop Sriram, Kevin Tran, Brandon Wood, Junwoong Yoon, Devi Parikh, Zachary Ulissi","Scalable and cost-effective solutions to renewable energy storage are
essential to addressing the world's rising energy needs while reducing climate
change. As we increase our reliance on renewable energy sources such as wind
and solar, which produce intermittent power, storage is needed to transfer
power from times of peak generation to peak demand. This may require the
storage of power for hours, days, or months. One solution that offers the
potential of scaling to nation-sized grids is the conversion of renewable
energy to other fuels, such as hydrogen or methane. To be widely adopted, this
process requires cost-effective solutions to running electrochemical reactions.
An open challenge is finding low-cost electrocatalysts to drive these reactions
at high rates. Through the use of quantum mechanical simulations (density
functional theory), new catalyst structures can be tested and evaluated.
Unfortunately, the high computational cost of these simulations limits the
number of structures that may be tested. The use of machine learning may
provide a method to efficiently approximate these calculations, leading to new
approaches in finding effective electrocatalysts. In this paper, we provide an
introduction to the challenges in finding suitable electrocatalysts, how
machine learning may be applied to the problem, and the use of the Open
Catalyst Project OC20 dataset for model training.",http://arxiv.org/abs/2010.09435v1
Digital image processing to detect subtle motion in stony coral,2020-10-31T16:19:58Z,"Shuaifeng Li, Liza M. Roger, Lokander Kumar, Nastassja Lewinski, Judith Klein, Alex Gagnon, Hollie M. Putnam, Jinkyu Yang","Coral reef ecosystems support significant biological activities and harbor
huge diversity, but they are facing a severe crisis driven by anthropogenic
activities and climate change. An important behavioral trait of the coral
holobiont is coral motion, which may play an essential role in feeding,
competition, reproduction, and thus survival and fitness. Therefore,
characterizing coral behavior through motion analysis will aid our
understanding of basic biological and physical coral functions. However, tissue
motion in the stony scleractinian corals that contribute most to coral reef
construction are subtle and may be imperceptible to both the human eye and
commonly used imaging techniques. Here we propose and apply a systematic
approach to quantify and visualize subtle coral motion across a series of light
and dark cycles in the scleractinian coral Montipora capricornis. We use
digital image correlation and optical flow techniques to quantify and
characterize minute coral motions under different light conditions. In
addition, as a visualization tool, motion magnification algorithm magnifies
coral motions in different frequencies, which explicitly displays the
distinctive dynamic modes of coral movement. We quantified and compared the
displacement, strain, optical flow, and mode shape of coral motion under
different light conditions. Our approach provides an unprecedented insight into
micro-scale coral movement and behavior through macro-scale digital imaging,
thus offering a useful empirical toolset for the coral research community.",http://arxiv.org/abs/2011.00304v1
"Influencing dynamics on social networks without knowledge of network
  microstructure",2020-11-11T13:49:48Z,"Matthew Garrod, Nick S. Jones","Social network based information campaigns can be used for promoting
beneficial health behaviours and mitigating polarisation (e.g. regarding
climate change or vaccines). Network-based intervention strategies typically
rely on full knowledge of network structure. It is largely not possible or
desirable to obtain population-level social network data due to availability
and privacy issues. It is easier to obtain information about individuals'
attributes (e.g. age, income), which are jointly informative of an individual's
opinions and their social network position. We investigate strategies for
influencing the system state in a statistical mechanics based model of opinion
formation. Using synthetic and data based examples we illustrate the advantages
of implementing coarse-grained influence strategies on Ising models with
modular structure in the presence of external fields. Our work provides a
scalable methodology for influencing Ising systems on large graphs and the
first exploration of the Ising influence problem in the presence of ambient
(social) fields. By exploiting the observation that strong ambient fields can
simplify control of networked dynamics, our findings open the possibility of
efficiently computing and implementing public information campaigns using
insights from social network theory without costly or invasive levels of data
collection.",http://arxiv.org/abs/2011.05774v2
Hurricane Forecasting: A Novel Multimodal Machine Learning Framework,2020-11-11T23:55:33Z,"Léonard Boussioux, Cynthia Zeng, Théo Guénais, Dimitris Bertsimas","This paper describes a novel machine learning (ML) framework for tropical
cyclone intensity and track forecasting, combining multiple ML techniques and
utilizing diverse data sources. Our multimodal framework, called Hurricast,
efficiently combines spatial-temporal data with statistical data by extracting
features with deep-learning encoder-decoder architectures and predicting with
gradient-boosted trees. We evaluate our models in the North Atlantic and
Eastern Pacific basins on 2016-2019 for 24-hour lead time track and intensity
forecasts and show they achieve comparable mean absolute error and skill to
current operational forecast models while computing in seconds. Furthermore,
the inclusion of Hurricast into an operational forecast consensus model could
improve over the National Hurricane Center's official forecast, thus
highlighting the complementary properties with existing approaches. In summary,
our work demonstrates that utilizing machine learning techniques to combine
different data sources can lead to new opportunities in tropical cyclone
forecasting.",http://arxiv.org/abs/2011.06125v4
